evidence_scope,tier,case_role,focal_firm,speaker,date,month,channel,title,source,lang,words,stance,cells_filled,demand_hits,supply_hits,value_sents,metric_sents,ai_linked_sents,mentions,url,file,n_tech_cur,prov_tech_cur,q_tech_cur,n_tech_fut,prov_tech_fut,q_tech_fut,n_tech_unspec,n_act_cur,prov_act_cur,q_act_cur,n_act_fut,prov_act_fut,q_act_fut,n_act_unspec,n_bnd_cur,prov_bnd_cur,q_bnd_cur,n_bnd_fut,prov_bnd_fut,q_bnd_fut,n_bnd_unspec,n_goal_cur,prov_goal_cur,q_goal_cur,n_goal_fut,prov_goal_fut,q_goal_fut,n_goal_unspec,usable,usable_reason,fit
full,B,expert_commentary,(초점 조직 불명),Liam Ottley,2026-07,2026-07,Liam Ottley,What is an AI Transformation Partner? (and how to become one),keyword,ko,5160,anti_washing,6,4,4,6,7,97,Zapier(1),https://www.youtube.com/watch?v=aNrWN0M851k,transcripts/2026-07-18/What_is_an_AI_Transformation_Partner_(and_how_to_become_one)__aNrWN0M851k.md,5,4,저희가 이 시스템을 구축하고 빠르게 성과를 내실 수 있도록 도와드리겠습니다.,0,0,,3,0,0,,2,2,이것은 단순한 인공지능 강좌나 교육 프로그램이 아닙니다.,2,7,4,"그리고 물론, 3단계는 AI 전환 파트너 단계로, 모닝사이드 AI처럼 꾸준한 수익과 리드 유입을 확보한, 이미 자리를 잡은 AI 에이전시와 같은 단계입니다.",6,4,"우리가 목표로 하는 파트너십은 관계를 얼마나 오래 유지하느냐에 따라 100달러, 200달러, 300달러에서 40만 달러 이상까지 다양한 가치를 가질 수 있습니다.",8,1,1,그 내용을 바탕으로 첫 6주 유료 AI 감사에서 손익분기점을 회복하거나 다시 흑자로 돌아서는 목표를 세웠습니다.,2,2,"우리가 목표로 하는 파트너십은 관계를 얼마나 오래 유지하느냐에 따라 100달러, 200달러, 300달러에서 40만 달러 이상까지 다양한 가치를 가질 수 있습니다.",6,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),50
full,B,expert_commentary,Nokia,Nokia,2026-04-22,2026-04,Nokia,Building profitable AI-native networks from 5G-Advanced to 6G,channel,ko,3048,neutral,6,0,9,11,3,69,Nokia(17); NVIDIA(17); Microsoft(1); Apple(1),https://www.youtube.com/watch?v=qVNdOolUKDc,transcripts/channels/Nokia/Building_profitable_AI-native_networks_from_5G-Advanced_to_6__qVNdOolUKDc.md,3,3,"이제, AI RAN을 이용한 GPU 가속 컴퓨팅에 도움이 되는 부분은 바로 스펙트럼 효율성 향상입니다.",5,4,"이 모든 것을 종합해 볼 때, 우리는 이것이 앞으로 나아갈 길이라고 확신하며, AI RAN에 사용되는 GPU 가속 컴퓨팅은 스펙트럼 효율성을 향상시킬 것입니다.",18,0,0,,2,2,"누군가 토큰에 대해 언급했듯이, 첫 번째 토큰과 마지막 토큰이 가능한 한 빨리 네트워크를 통해 올바른 AI 워크플로로 전달되도록 해야 합니다.",2,1,1,그래서 지금 저희는 엔비디아와 함께 이 제품을 공동 개발하고 있습니다 .,2,2,"바로 이 부분에서 노키아, NVIDIA, 그리고 다른 업계 파트너들이 협력하고 있습니다.",1,0,0,,3,3,"게다가, 2026년까지 성능, 스펙트럼 효율성 향상, 전력 효율성 등 다양한 측면을 검증할 여러 가지 개념 증명 및 시험을 통해 여러 가지 중요한 이정표를 설정했습니다.",4,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),50
full,A,vendor_selfpromo,삼성SDS,삼성SDS,2026-07,2026-07,삼성SDS AX,ChatGPT Enterprise 도입전략,keyword,ko,3697,anti_washing,8,26,3,13,1,100,삼성SDS(21); Microsoft(1),https://www.youtube.com/watch?v=oXxq-xeAoJQ,transcripts/2026-07-26/ChatGPT_Enterprise_도입전략__oXxq-xeAoJQ.md,21,4,"또한 산내 파일럿 운영을 통해 제한, 개발, 구매, 마케팅, 인사 등 다양한 업무 영역에서 생성형 AI 활용성을 검증하였고 문서 초환 작성, 호드 생성, 업무자동화, 수요 예측, 문의 응대 등 반복적이고 시간이 많이 소요되는 업무를 중심으로 생산성 개선 효과를 확인하였습니다.",6,4,그래서 오프닝의이 에이전트 경험들이 좀 어떻게 확장되는지 좀 보여 드릴 건데요.,46,9,4,우리 팀이 더 큰 워크플로를 더 일관되게 실행할 수 있게 되고 어 우리 직원들은 정말 가치 있는 의사 결정에 더 많은 시간을 쓸 수 있게라는 점입니다.,4,3,CPT 엔터프라이즈는 어떻게 기업이 일하는 방식을 바꾸고 있는지 오픈 AI 한지은 디렉터님의 발표를 들어 보도록 하겠습니다.,13,2,2,그리고 마지막으로 정말 나의 업무 파트너 어 나의 팀원으로 좀 활용하실 수 있는 다양한 업무를 수행할 수 있는 에이전트와 커스텀 GPT를 사용하실 수 있습니다.,1,1,업무 환경에서이 개인들이 만드는 GPT를 좀 넘어서서 팀단위의 업무를 수행할 수 있는 GPT 어 그리고 이제 모든 직원들의 이제 공통 업무를 수행하는 GPT를 만들게 되면 산내의 뭔가 AI 워크플로우를 위한 생태계를이 GPT로 구축할 수 있다라는 점이었죠.,5,2,2,오픈이 AI의 에이전트 비전은 일하는 모든 곳에 에이전트를 배치한다는 방향인데요.,1,1,여기서는 단순히 답변을 생성하는 것을 넘어서서 사용자의 목표를 정확히 이해하고 업무를 여러 단계로 나누게 됩니다.,7,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),50
full,C,vendor_customer_story,(초점 조직 불명),Hugging Face,2025-11-21,2025-11,Hugging Face,The Power of Open Source: Building Giants in the Open,channel,ko,7347,anti_washing,5,7,15,0,2,28,NVIDIA(5); OpenAI(4); Google(2); Snowflake(2); GitHub(2),https://www.youtube.com/watch?v=aNCLqvTCxeg,transcripts/channels/Hugging_Face/The_Power_of_Open_Source_Building_Giants_in_the_Open__aNCLqvTCxeg.md,6,4,"우리는 아이디어에서 앱을 하루도 안 걸려 만들 수 있는, 그리고 여러분이 제공하는 서비스들을 활용하면 단 몇 분 만에 확장할 수 있는 에이전트 시대에 살고 있습니다.",3,3,사람뿐만 아니라 에이전트도 마찬가지죠.,5,0,0,,0,0,,1,3,3,"Funray와 같은 오픈 소스 프로젝트도 등장했고, 제 라이브러리 Transformers가 GitHub에서 10만~15만 개의 스타를 획득하는 등 오픈 소스 커뮤니티에서 엄청난 인지도를 얻었습니다.",4,3,그리고 유용하다는 것은 특히 오픈 소스 및 AI 모델의 경우 로컬에 배포할 수 있어야 한다는 것을 의미한다고 생각합니다.,6,2,2,"그래서 올해 저희는 Genai를 지원하고 플랫폼에서 모든 모델을 지원하는 것과 관련하여 많은 릴리스를 진행했지만, 주요 개발 사항 중 하나는 데이터 전략 없이는 AI 전략이 없다는 것입니다.",0,0,,0,N,초점 조직 불명,49
full,B,expert_commentary,네이버,네이버,2025-07-25,2025-07,NAVER Cloud,지금 주목할 LLM 기술 흐름과 생성형 AI 적용 인사이트 (네이버클라우드 강지나 수석) - NAVER Cloud AI DevDay,channel,ko,2213,anti_washing,7,1,0,4,2,31,Google(4); Deloitte(2); 네이버(1),https://www.youtube.com/watch?v=nTdMs7HI4uU,transcripts/channels/NAVER_Cloud/지금_주목할_LLM_기술_흐름과_생성형_AI_적용_인사이트_(네이버클라우드_강지나_수석)_-_NAVER_Cl__nTdMs7HI4uU.md,7,4,그래서 딜로이트에서 실제 이제 LLM 모델을 도입한 기업을 대상으로 해서 내가 기대했던 수준보다 더 많은 ROI 퍼포먼스를 낸 영역이 어디인가라는 설문 조사를 실제로 수행을 했고요.,1,1,"어, 질문이 ROI 측면에서 효과적인 생성형 AI 적용은 어디인가요라는 것이 질문 사항이었고요.",6,2,2,마지막으로는 고객 서비스 분야입니다.,1,1,그래서 이러한 단기 메모리와 장기 메모리를 어떤 식으로 설계할 것인지에 대한 고민도 필요하시고요.,5,2,2,인수 규모가 무려 8조 9천억 원에 이른다고 해요.,1,1,이 이 인수를 통해서 2026년에 어 AI 기기를 시장에 출시하겠다라고 발표를 했고요.,2,1,1,그러니까 재미나이의 비전 랭귀지 액션 모델을 로보틱스와 결합을 한 형태인데요.,0,0,,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),48
full,B,expert_commentary,(초점 조직 불명),Qdrant,2025-10-28,2025-10,Qdrant,Qdrant Vector Space Day 2025 | Opening Keynotes,channel,ko,8087,neutral,7,2,14,2,3,53,Microsoft(15); GitHub(6); NVIDIA(3); Salesforce(3); Amazon(2),https://www.youtube.com/watch?v=Vgbg7uIddnA,transcripts/channels/Qdrant/Qdrant_Vector_Space_Day_2025_Opening_Keynotes__Vgbg7uIddnA.md,30,4,대부분의 에이전트형 스타트업은 운영 시작 후 12~14개월 이내에 이미 수익을 창출하고 있습니다.,10,4,"하나는 기반 모델 과 LLM(Learning Leadership Model)을 구축하는 모델 빌더형 스타트업이고, 다른 하나는 이러한 LLM을 특정 사용 사례에 활용하거나 앞서 언급한 새로운 가치 제안을 창출하는 에이전트형 스타트업입니다 .",14,1,1,그러니까 에이전트가 사람을 위해 설계된 인터페이스를 사용하는 셈이죠.,2,2,모형 제작자들은 최소 5 억 달러에서 최대 130억 달러 이상에 이르는 막대한 자본을 조달해야 합니다.,0,1,1,"제공된 웹사이트나 링크를 클릭해 보시면, 트립 어드바이저에서 기존 웹페이지를 자연어 인터페이스로 변환하고 에이전트 기반 웹 및 오픈소스 환경에 맞게 준비하는 것이 얼마나 쉬웠는지에 대한 몇 가지 사례를 확인하실 수 있습니다 .",0,0,,3,4,3,"차별화된 웨이트 트레이닝이란, 다른 사람들이 흔히 하는 것과 똑같은 운동을 하는 것이 아니라, 자신이 집중하는 분야에서 실제로 차이를 만들어내는 운동을 하는 것을 의미합니다.",2,2,"그래서 전략적 사분면이 우리의 시장 진출 전략과 어떻게 연관되는지, 그리고 우리가 어떻게 1단계, 2단계, 3단계 변화를 통해 고객 경험을 혁신할 계획인지에 대해 간단한 예를 들어 설명해 드리겠습니다.",1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),47
full,B,expert_commentary,(초점 조직 불명),티타임즈TV,2026-07,2026-07,티타임즈TV,AI 도입을 위해 AI 도입보다 더 중요한 것은? (김유신 상무),keyword,ko,3395,anti_washing,6,14,0,6,0,84,,https://www.youtube.com/watch?v=4n4xMvpuCDY,transcripts/2026-07-18/AI_도입을_위해_AI_도입보다_더_중요한_것은_(김유신_상무)__4n4xMvpuCDY.md,4,3,요즘에는 이제 또 생성형 AI 도우들이 많이 있으니까 뭐 개발자라든지 아니면 기획자라든지 마케터라든지 이런 분들은 생성형 AI 도구를 잘 이용해 가지고 기업 내부에서 업무를 효율할 수도 있고요.,4,3,A의 사례는 최 GPT 같은 것들을 기업 내부에서 자료를 조사하는데 활용하기도 하고요.,12,4,3,요즘에는 이제 또 생성형 AI 도우들이 많이 있으니까 뭐 개발자라든지 아니면 기획자라든지 마케터라든지 이런 분들은 생성형 AI 도구를 잘 이용해 가지고 기업 내부에서 업무를 효율할 수도 있고요.,2,2,"그 문화라는 건 무엇이냐면 일하는 방식, 의사 결정을 하는 방식들을 데이터 기반으로, AI 기반으로 진행을 하겠다라고 하는 부분입니다.",5,0,0,,1,1,"그렇기 때문에이 AI 시스템을 우리 내부에 있는 직원들로 개발을 하든 외부에 있는 어떤 개발사, 협력사들의 도움을 받아서 구축을 하든 어떻게 지속적으로 고도화되고 기능이 올라갈 수 있도록 할 것인지에 대한 운영과 고도화에 대한 부분을 처음부터 고민을 하시고 시작하는 것이 좋습니다.",0,0,0,,1,1,이제 디지털 트랜스포메이션만으로는 부족하고 기업이 경쟁력을 유지하기 위해서는 AI를 해야 한다고 이야기를 합니다.,0,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),46
full,A,vendor_selfpromo,Google,Google,2026-06-25,2026-06,Google Cloud Tech,Power intelligent agents with AI-native databases,channel,ko,4695,washing,8,3,5,9,8,119,Google(21); Anthropic(4); Oracle(1); Intel(1); Arm(1),https://www.youtube.com/watch?v=quzn4hOXQmI,transcripts/channels/Google_Cloud_Tech/Power_intelligent_agents_with_AI-native_databases__quzn4hOXQmI.md,25,4,"이는 기본 LLM 호출 대비 우수한 성능과 약 1,000배의 비용 절감을 제공합니다 .",23,4,"또한, 저희는 장기 실행 작업에 집중할 예정인데, 이는 에이전트 기반의 동작을 더욱 효과적으로 구현하는 데 매우 흥미로운 부분입니다.",47,7,4,이제 건설업체용 에이전트 와 운영업체용 에이전트 외에도 2주 전에 대화형 분석 에이전트를 출시했다는 기쁜 소식을 전해드립니다.,3,3,"사용자들의 신뢰를 얻기 위해서는 상담원이 높은 정확도를 갖추는 동시에 당사의 엄격한 개인정보 보호, 보안 및 거버넌스 요구 사항을 준수해야 합니다 .",6,2,2,이러한 시스템은 서로 연결되지 않은 저장소와 분리된 운영 데이터베이스로 이루어진 폐쇄적인 생태계와 같습니다.,2,2,"또한 Google은 MCP Toolbox라는 오픈 소스 제품도 제공하며, 커뮤니티의 참여를 통해 MCP를 더욱 발전시키고 활용도를 높일 수 있도록 장려하고 있습니다.",5,1,1,현재 구글의 전략은 MCP를 중심으로 다각적인 접근 방식을 취하고 있습니다.,3,3,"이는 일반적인 수동 비계 설치 작업의 부담을 가중시키므로, 저희는 고객 여러분이 비계, 안전 난간, 보안 난간 등을 설치하는 데 시간을 낭비하는 대신 가치 있는 애플리케이션 기능에 집중할 수 있도록 도와드려야 합니다 .",2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),46
full,A,vendor_selfpromo,Microsoft,Microsoft,2026-07,2026-07,Citizen Developer and Nathan Rose,AI Transformation Leader (AB-731) - Full Course - Pass The Exam!,keyword,ko,10042,anti_washing,8,47,11,9,1,207,Microsoft(64),https://www.youtube.com/watch?v=Ox0m3iJG57M,transcripts/2026-07-21/AI_Transformation_Leader_(AB-731)_-_Full_Course_-_Pass_The_E__Ox0m3iJG57M.md,11,4,그러니까 마이크로소프트 코파일럿은 워크플로 앱에 내장된 생산성 도구들을 말하는 거죠?,41,4,"따라서 M365 Copilot은 매우 강력한 생산성 도구이지만, Copilot Studio는 사용자 지정 모델 전체 제품군이나 모든 구성 요소가 필요하지 않을 수도 있지만, 사용자 지정 항목을 연결하거나 사용자 지정 채널에 게시하는 등의 작업을 수행할 수 있는 에이전트를 구축하는 방법에 대한 다음 단계의 접근 방식입니다.",77,3,3,그러니까 마이크로소프트 코파일럿은 워크플로 앱에 내장된 생산성 도구들을 말하는 거죠?,6,4,따라서 이러한 장치들은 사람의 개입을 최소화하면서 여러 단계를 거치는 복잡한 과정을 독립적으로 수행하도록 설계되었습니다 .,10,1,1,Copilot 에이전트가 Microsoft 생태계 내에서 구축되었다는 점은 조직이 이미 보유하고 있는 보안 인프라를 활용할 수 있다는 것을 의미합니다.,3,3,"우리는 조직 전체에 걸쳐 위원회를 구성하고, 외부 전문가를 영입하여 이러한 유형의 결정을 내리는 데 도움을 줄 사람들을 확보해야 합니다 .",1,1,1,에이전트가 특정 항목을 볼 수 있어야 하는 경우 Azure Vision이 그 역할을 합니다.,3,3,"그러니까, 다시 말해 생성형 인공지능, 컴퓨터 비전, 음성, 자연어 처리입니다.",7,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),46
full,A,vendor_selfpromo,Google,Google,2026-06-25,2026-06,Google Cloud Tech,Power intelligent agents with AI-native databases,channel,ko,4735,washing,8,3,5,8,8,119,Google(21); Anthropic(2); Oracle(1); Intel(1); Arm(1),https://www.youtube.com/watch?v=7awKinJhGPo,transcripts/channels/Google_Cloud_Tech/Power_intelligent_agents_with_AI-native_databases__7awKinJhGPo.md,23,4,"이는 기본 LLM 호출 대비 우수한 성능과 약 1,000배의 비용 절감을 제공합니다 .",27,4,"또한, 우리는 장기 실행 작업에 착수할 예정인데, 이는 에이전트에 의한 동작을 더욱 효과적으로 구현하는 데 매우 흥미로운 부분입니다 .",44,6,4,이제 건설업체용 에이전트 와 운영업체용 에이전트 외에도 2주 전에 대화형 분석 에이전트를 출시했다는 기쁜 소식을 전해드립니다.,3,3,"사용자들의 신뢰를 얻기 위해서는 상담원이 높은 정확도를 갖추는 동시에 당사의 엄격한 개인정보 보호, 보안 및 거버넌스 요구 사항을 준수해야 합니다 .",7,2,2,이러한 시스템은 서로 연결되지 않은 저장소와 분리된 운영 데이터베이스로 이루어진 폐쇄적인 생태계와 같습니다.,2,2,"또한 Google은 MCP Toolbox라는 오픈 소스 제품도 제공하며, 커뮤니티의 참여를 통해 MCP를 구축하고 더욱 널리 활용하고 보급할 수 있도록 장려하고 있습니다.",5,1,1,현재 구글의 전략은 MCP를 중심으로 다방면에 걸쳐 있습니다.,2,2,"이는 일반적인 수동 비계 설치 작업의 부담을 가중시키므로, 저희는 고객 여러분이 비계, 안전 난간, 보안 난간 등을 설치하는 데 시간을 낭비하는 대신 가치 있는 애플리케이션 기능에 집중할 수 있도록 지원해야 합니다 .",2,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),45
focal_window,D,vendor_customer_story,L'Oréal,Google,2026-06-25,2026-06,Google Cloud Tech,What's new in Google Cloud's agent platform,channel,ko,4689,anti_washing,4,5,10,2,3,128,L'Oréal(13); Google(8); Toyota(1); Anthropic(1); Salesforce(1),https://www.youtube.com/watch?v=FxnjRYo3fpU,transcripts/channels/Google_Cloud_Tech/What's_new_in_Google_Cloud's_agent_platform__FxnjRYo3fpU.md,6,4,"2023년 12월, 이 자리에 계신 많은 분들과 마찬가지로 저희도 GenAI 시대로 첫발을 내디뎠습니다.",3,3,그럼 이제 토마스와 고티에를 초대해서 로레알에서 에이전트 플랫폼을 활용해 놀라운 성과를 내고 사업을 확장하는 방법에 대해 이야기 나눠보도록 하겠습니다 .,3,0,0,,0,0,,0,1,1,"우리가 이것을 만들 수 없어서가 아니라, 최고 수준의 기술과 파트너십을 맺음으로써 우리 에게 진정으로 중요한 것, 즉 로레알을 위한 가치 창출에 집중할 수 있었기 때문입니다.",0,0,,0,2,2,"우리가 이것을 만들 수 없어서가 아니라, 최고 수준의 기술과 파트너십을 맺음으로써 우리 에게 진정으로 중요한 것, 즉 로레알을 위한 가치 창출에 집중할 수 있었기 때문입니다.",0,0,,0,N,초점 기업 구간의 근거가 얇음(4차원 미커버),45
full,B,expert_commentary,LG AI연구원,LG AI연구원,2021-11-09,2021-11,LG AI Research,LG AI연구원 이홍락 CSAI | 2021 한국인공지능학회 추계학술대회,channel,ko,3135,neutral,6,0,2,9,0,65,Meta(1),https://www.youtube.com/watch?v=jGUgpQRtQlk,transcripts/channels/LG_AI_Research/LG_AI연구원_이홍락_CSAI_2021_한국인공지능학회_추계학술대회__jGUgpQRtQlk.md,12,4,저희 에이전트는 학습을 통해 계획을 수립하고 작업을 효과적으로 해결하는 방법을 학습할 수 있습니다.,7,4,"이러한 발전은 주로 대규모 데이터셋, GPU와 같은 대규모 병렬 컴퓨팅 장치, 대용량 딥 러닝 모델, 그리고 효율적인 학습 알고리즘의 개발 덕분입니다.",25,0,0,,2,2,"LG 자회사에 높은 영향력을 미칠 수 있는 난해한 기술 문제를 해결하고, 비즈니스 의사 결정을 지원하고, 연구 개발 프로세스를 최적화하고, 스마트 제조를 지원하며, 제품 품질 문제를 점검하고, AI 기반 고객 관리를 통해 고객 가치를 향상시키는 AI 방법을 개발합니다.",2,0,0,,1,1,"LG 자회사에 높은 영향력을 미칠 수 있는 난해한 기술 문제를 해결하고, 비즈니스 의사 결정을 지원하고, 연구 개발 프로세스를 최적화하고, 스마트 제조를 지원하며, 제품 품질 문제를 점검하고, AI 기반 고객 관리를 통해 고객 가치를 향상시키는 AI 방법을 개발합니다.",2,1,1,이러한 고급 탐색 전략은 복잡한 환경에서 근시안적인 행동을 방지하고 탐색과 활용 간의 균형을 유지하는 데 도움이 됩니다.,2,2,이러한 목표를 달성하기 위해서는 무엇이 필요할까요?,5,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),45
full,C,vendor_customer_story,(초점 조직 불명),Zapier,2026-03-30,2026-03,Zapier,"OpenClaw, Claude, Zapier MCP: Build Agents Safely & Easily | WEBINAR",channel,ko,7004,anti_washing,4,4,33,1,3,62,Zapier(28); Slack(7); Google(6); Anthropic(4); NVIDIA(2),https://www.youtube.com/watch?v=WPwXCwlTdz4,"transcripts/channels/Zapier/OpenClaw,_Claude,_Zapier_MCP_Build_Agents_Safely_&_Easily_WE__WPwXCwlTdz4.md",16,4,"처음 10분 동안은 현재 Open Claw, Open AI, 그리고 Claude에 대한 이야기를 들려드리며 배경을 설명드리겠습니다.",10,4,이 슬라이드에서는 Zapier MCP가 규제 되지 않은 에이전트의 위험을 완화하는 데 왜 효과적인지 설명하겠습니다 .,22,0,0,,2,2,"제가 이 기능을 통해 구현하고 싶은 것은, 다시 말해 실제 사용 사례, 즉 중소기업에 제품을 판매하는 자동화된 SDR 워크플로우를 구현하는 것입니다 .",3,0,0,,1,1,"그래서 저는 ""인수해 주세요""라고 말하겠습니다.",0,0,0,,0,0,,4,N,초점 조직 불명,44
full,B,expert_commentary,Siemens,Siemens,2026-02-12,2026-02,Siemens,Roland Busch präsentiert Siemens Wachstumsstrategie und Industrial-AI-Vision | HV München 2026,channel,en,6583,washing,7,1,20,2,0,68,Siemens(48); Microsoft(19); NVIDIA(10); BMW(1); AWS(1),https://www.youtube.com/watch?v=BnLqYZQ2uCo,transcripts/channels/Siemens/Roland_Busch_präsentiert_Siemens_Wachstumsstrategie_und_Indu__BnLqYZQ2uCo.md,4,3,"AI is changing how we develop products, how we build buildings, how we operate infrastructure.",2,2,But AI is also infrastructure.,4,3,3,"For Voith, we believe that only secure, uhm, and scalable data collaboration, yeah, unlocking the full potential, especially for industrial AI in manufacturing and production, yeah.",2,2,"So, unified tools for everyone, integrated digital sales systems, and thus more time for our customers.",6,3,3,Two major acquisitions in fiscal year 2025: Altair Engineering and Dotmatics.,2,2,"And this is the reason why we said we need to join that alliance to bring together all that data, enhance the data with AI, to come up with the next big jump in productivity for our customers.",3,2,2,"And the vision of the next industrial revolution, we share it.",0,0,,1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),44
full,B,vendor_selfpromo,Snowflake,Snowflake,2025-12-16,2025-12,Snowflake,"How AI Transforms Retail, Finance and Manufacturing in 2026",channel,ko,5798,anti_washing,7,13,3,15,3,86,Apple(5); Snowflake(2); Google(1),https://www.youtube.com/watch?v=11degQs3L7c,"transcripts/channels/Snowflake/How_AI_Transforms_Retail,_Finance_and_Manufacturing_in_2026__11degQs3L7c.md",10,4,그러니까 당신은 에이전트형 AI가 더 많은 사람들이 AI 가치 사슬을 활용하고 상호 작용하며 최적화할 수 있도록 하는 민주화를 가속화하거나 촉진하는 촉매제가 될 것이라고 믿는 것 같네요.,16,4,"특히 금융 서비스 분야에서 에이전트형 AI가 어떻게 나타날지, 그리고 그것이 생산성 향상에 어떤 중요한 도약이 될지 설명해 주시겠습니까?",9,9,4,"과거 데이터를 보면 다른 산업에서 이미 그런 사례를 봤지만, 말씀하신 것처럼 비용이 매우 높은 제조업 분야에서는 그 효과가 더욱 클 수 있습니다.",7,4,"인공지능은 숙련된 근로자들의 역량을 강화하고 새로운 기능을 제공하여 업무 효율성을 높일 뿐만 아니라, 조직의 혁신 속도를 높이고 더 나은 품질의 제품을 생산하여 궁극적으로 사업 성장을 촉진할 것입니다.",15,1,1,"하지만, 현재 애플의 상황을 고려해 볼 때, 우리는 아직 애플 생태계 내에서 인공지능과 개인 기기의 잠재력을 완전히 활용하지 못하고 있습니다.",0,0,,3,2,2,"제 생각에는 ""데이터 전략 없이는 AI 전략이 없다""라는 말처럼, AI 전략도 데이터 전략 없이는 불가능하다고 봅니다.",4,3,"측정 지표와 핵심 성과 지표, 그리고 이를 더욱 자세히 분석할 수 있는 능력과 같은 요소 들이 투자 수익률(ROI)을 실질적인 세무적 관점에서 더 확실하게 이해하는 데 도움이 될까요?",1,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),44
full,B,vendor_selfpromo,Weights & Biases,Weights & Biases,2025-06-10,2025-06,Weights & Biases,GitHub CEO Thomas Dohmke on Copilot and the Future of Software Development,channel,ko,8064,anti_washing,7,33,15,4,11,92,GitHub(30); Microsoft(22); Apple(2); Adobe(2); Google(1),https://www.youtube.com/watch?v=PPs5lZ2syv4,transcripts/channels/Weights_&_Biases/GitHub_CEO_Thomas_Dohmke_on_Copilot_and_the_Future_of_Softwa__PPs5lZ2syv4.md,19,4,"GitHub 코파일럿과 마이크로소프트가 현재 보유하고 있는 다른 코파일럿들을 결합한 스택을 구축하고, 마이크로소프트가 제공한 책임 있는 AI 기능을 활용하는 동시에 마이크로소프트에 기여하는 거죠.",13,4,"시스템을 설계하고 에이전트를 언제 사용할지, GPU 사이클을 활용하여 실제로 회사에 가치를 창출하는 코드를 작성할지 결정하는 데에는 사람이 직접 나서야 합니다 .",36,5,4,"음, AI가 문서 작성이나 유닛 테스트 케이스 작성을 하는 것을 보면 이미 상당한 수준으로 작동하고 있습니다.",3,3,"물론 여전히 여러분은 자신의 관심사와 경제적 가치 등을 바탕으로 진로를 선택하겠지만, 저는 이 세상 모든 사람이 코딩과 컴퓨터 과학을 이해하는 것이 필수적이라고 생각합니다.",7,2,2,"그래서 저는 그와 이야기를 나누고, 인수합병을 성공적으로 이끄는 방법에 대해 카메라 앞에서 조언을 구했습니다.",0,0,,2,1,1,궁극적으로 저희 목표는 저희를 포함한 모든 소프트웨어 엔지니어링 팀이 끊임없이 증가하는 코드 라인 수 와 그에 따른 복잡성을 처리할 수 있도록 하는 것입니다 .,2,2,"음, 에이전트를 사용해서 목표를 달성할 수는 있겠지만, 에이전트가 작성한 내용이 실제로 정확한지, 새로운 보안 취약점을 만들지 않는지, 또는 시스템 속도를 너무 느리게 만들어서 비인간 플랫폼에 비해 컴퓨팅 자원이 10배나 더 필요하게 만들지 않는지 어떻게 검증할 수 있을까요?",3,N,역할 부적합(공급측 제품 발화 또는 초점 조직 없는 일반론),44
