file,title,channel,source,lang,month,words,url,aut_level,aut_scope,aut_impact,aut_future,aut_total,aut_hits,aug_level,aug_scope,aug_impact,aug_future,aug_total,aug_hits,dat_level,dat_scope,dat_impact,dat_future,dat_total,dat_hits,aitf_sum,cell_paper,cell_relative,aut_evidence,aug_evidence,dat_evidence
transcripts/2026-07-18/Cohere_CEO_names_the_barriers_to_enterprise_AI_adoption__qD9AxSVYCOY.md,Cohere CEO names the barriers to enterprise AI adoption,CNBC International Live,keyword,en,2026-07,1394,https://www.youtube.com/watch?v=qD9AxSVYCOY,1,0,0,0,1,1,3,0,0,0,3,3,0,0,0,0,0,0,4,L-L-L,L-H-L,s of business places where AI is doing more of the heavy lifting potentially I heard some analysis I I was on a panel uh this week with uh the CTO of of indeed and I think there's a very small percent of jobs uh that can be fully automated a job is a set of a bunch of different tasks and there's def,workers they're going to be a co-pilot these are some of the phrases that have been thrown around so I should be thinking about them from your point of view definitely I I think it is a coworker I think it's a collaboration or an augmentation of the humans it's very difficult to take the human out o,
transcripts/2026-07-18/Enterprise_AI_Adoption_in_2025_What_Actually_Works__9MkMQ6zkjLw.md,Enterprise AI Adoption in 2025: What Actually Works,The Tech Trek,keyword,en,2026-07,6241,https://www.youtube.com/watch?v=9MkMQ6zkjLw,3,1,0,0,4,13,1,0,0,0,1,1,0,0,0,0,0,0,5,L-L-L,L-L-L,Boommy is a platform that is at the core of organizations and helps them connect their applications and drive automation and in the context of AI really helps you orchestrate generative AI to connect it to the core of your business. &gt;&gt; Absolutely.,we can measure how much of an impact it's having initiative by initiative but I do think that I the one pattern I have seen emerging that I think is is pretty useful is it does seem to be starting with sort of just day task tool augmentation stuff that people are doing as a first step and then inter,
transcripts/2026-07-18/How_to_Drive_AI_Adoption_Internally__hd6L4DRWgvY.md,How to Drive AI Adoption Internally,Boston Consulting Group,keyword,en,2026-07,814,https://www.youtube.com/watch?v=hd6L4DRWgvY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-L-L,L-L-L,,,
transcripts/2026-07-18/How_to_Lead_Your_Organisation’s_AI-Transformation_•_Rasmus_L__1uJZlKig0Tk.md,How to Lead Your Organisation’s AI-Transformation • Rasmus Lystrøm • YOW! 2024,GOTO Conferences,keyword,ko,2026-07,4297,https://www.youtube.com/watch?v=1uJZlKig0Tk,2,0,1,1,4,3,2,0,0,2,4,3,1,0,3,2,6,1,14,L-L-L,L-H-H,"인공지능과 자동화가 생산 라인의 단순 반복 작업을 담당하고 , 인간은 더 흥미로운 일을 할 수 있도록 해주는 것이 더 나은 방안이 아닐까요 ? 이러한 단순 반복적인 작업들은 프로그래밍하기에 재미없고 100% 정확하게 구현하기 어렵기 때문일까요 ? 인공지능에게 구불구불한 선을 그리게 하는 것이 훨씬 더 재미있습니다. 빠르게 작업을 처리하고 있고, 꽤 괜찮은 이미지를 만들어내고 있는 것을 볼 수 있습니다.","자, 오늘은 제가 어떻게 걱정을 멈추고 AI를 받아들이게 되었는지에 대한 이야기를 닥터 코파일럿이 들려드리겠습니다. 안녕하세요, 저는 라스무스 리스트람입니다. 로렌이 말했듯이 저는 덴마크에 있는 마이크로소프트에서 근무하고 있습니다. 이런 것들 좀 구해다 주실 수 있나요? 마이크로소프트 직원으로서 말씀드리지만, 제 의견은 전적으로 개인적인 생각입니다. 음, 이건 판매 홍보가 아닙니다. 하지만 제품 PPL이 있을 수도 있습니다. 로고를 보실 수도 있지만, 그런 의도로 넣은 것은 아닙니다.","적어도 이 정보가 인터넷에 유출되어 다른 대형 언어 모델의 학습 데이터로 사용되는 일은 없을 겁니다. 즉, 제네릭 제품이 제공하는 엄청난 생산성 향상 효과를 누리고 계신다는 뜻인데, 혹시 사용해 보셨나요 ? 엄청나게 크네요. 정말 환상적이에요. 하지만 여기에는 여러 가지 문제가 있는데, 우선 채택률이 문제입니다. 당신이 이 제품을 구매했거나 이 애플리케이션을 적용했는데, 왜 아무도 우리 챗봇을 사용하지 않거나 우리가 구매한 이 제품을 사용하지 않는 건가요?"
"transcripts/2026-07-18/In_the_era_of_AI_transformation_(AX),_we'll_teach_you_everyt__ErviFf8I6K4.md","In the era of AI transformation (AX), we'll teach you everything about AX in just 30 minutes - [A...",메타코드M,keyword,ko,2026-07,3426,https://www.youtube.com/watch?v=ErviFf8I6K4,1,0,0,2,3,1,1,2,0,0,3,1,2,0,1,4,7,3,13,L-L-L,L-H-H,그래서 dx와 ax의 근본적인 차이는 디지털 transformation 어 디지털 기술 기반의 프로세스의 개성을 효율화 중심이었다면 AI가 원래 내포되었지만 이거를 조금 특화로 해서 지능형 그리고 고도화 그리고 자동화대 문제 해결 중심의 어 의미로 해석되고 있습니다. 그래서 AI는 DT의 일환이었지만 현재는 고화도 되고 진능화되는 영역을 특화적으로 조금 더 특성적으로 어 말을 해 주고 있고요. 현재는 AI 기반 기업의 혁신이다라고 하는 거는 비즈니스 전략과 AI 역량의 융합이자 얼라이언스 언라인이 된 부분이고요.,뭐 코파일럿으로 처음에 오피스 제품군에 대해서 통합도 했고요. 어 기존에 갖고 있는 생태계들을 AI를 통해서 진능화하고 고도화하는 관점으로 가고 있습니다. 그래서 이전에는 특정 문서에 대한 부분에 대해서 진행을 하거나 여러 가지 갖고 있는 커뮤니케이터 도구에다가 진행을 하거나 하는 개념으로 갔지만 이게 다 연결성을 갖고 전사확상하고 어 AI 기반 위에 이런 플랫폼들을 올리는 개념처럼 진행하고 있습니다.,데이터 기반 뭐 언토루지나 기존에 있는 그 데이터 리니지 기반의 의사 결시청 체계를 진화되게 어 구축하는 부분 그리고 초개인화 그리고 예측 선지접 대응에 대한 능력 강화라는 부분이 있습니다. 그래서 2025년 핵심 포인트는 단순 기술 도입뿐만 아니라 비즈니스 전략과 AI 유압을 통해서 새로운 가치를 만들어내는 과정이라고도 볼 수 있습니다.
transcripts/2026-07-18/Leading_AI_Transformation_A_Chief_AI_Officer's_Perspective_A__LblTPS1LnLc.md,Leading AI Transformation: A Chief AI Officer's Perspective | Amazon Web Services,Amazon Web Services,keyword,ko,2026-07,3574,https://www.youtube.com/watch?v=LblTPS1LnLc,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,L-L-L,L-L-L,"여러모로 제가 가장 큰 변화를 기대하는 분야는, 하지만 그 변화가 얼마나 큰 결과를 가져올지는 아직 미지수라고 생각하는 분야인데, 바로 생성형 AI를 통해 디지털 엔지니어링, 디자인, 시스템 엔지니어링 분야를 혁신하고, 전통적으로 수작업이 많이 의존해 온 프로세스들을 자동화하는 것입니다. 제 생각에도 그건 당연한 것 같아요. 왜냐하면 우리가 목격하고 있는 규모 확장의 특징 중 하나는 규모를 키우는 것이지만, 규모가 커지면 여러 가지 어려움이 따르기 마련이니까요 . 특히 매우 복잡한 시스템 엔지니어링 작업처럼 관리해야 할 부분이 많은",,
transcripts/2026-07-18/Leading_an_AI_Transformation__5VMbGgInp0E.md,Leading an AI Transformation,Boston Consulting Group,keyword,en,2026-07,762,https://www.youtube.com/watch?v=5VMbGgInp0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-L-L,L-L-L,,,
transcripts/2026-07-18/Making_AI_Transformation_Work_Avoiding_the_Mistakes_from_Dig__CoPCP3f1DzM.md,Making AI Transformation Work: Avoiding the Mistakes from Digital Transformation,INSEAD,keyword,ko,2026-07,7136,https://www.youtube.com/watch?v=CoPCP3f1DzM,1,0,1,0,2,1,0,0,0,0,0,0,2,0,0,1,3,6,5,L-L-L,L-L-L,"물론 모든 것이 빠르게 발전하고 있고, 이러한 작업들이 자동화될 수도 있겠지만, 현재로서는 고객과 조직 모두에게 낭비를 줄이고 인간적인 요소를 유지하는 것이 가장 효과적입니다. 좀 더 구체적으로 설명하기 위해 예를 들어보겠습니다. 제가 함께 수업을 들었던 고객사가 있는데, 여기서는 이름을 밝힐 수 없지만 B2B 산업 회사입니다. 주로 문제에 대한 솔루션을 판매합니다. 그들의 고객을 위한 기술적인 해결책입니다.",,"그렇긴 하지만, 또 하나 중요한 것은 올바른 데이터를 확보하고, 그 데이터를 활용할 수 있는 올바른 데이터 기반을 갖추는 것이었습니다 . 사실 네덜란드 복권 회사는 엄청난 양의 데이터를 보유하고 있었습니다. 하지만 당시에도 복권 시장은 인구의 상당 부분을 차지하는 도박과 같았기 때문에 방대한 양의 데이터가 있었지만, 대부분 오래되었거나 제대로 활용되지 않았습니다. 오늘날을 보면 조직적인 측면은 여전히 ​​유효하지만, 데이터 측면은 말씀하신 것처럼 훨씬 더 중요해졌습니다."
transcripts/2026-07-18/Prepare_for_Microsoft_Certification_Exam_AB-731_AI_Transform__mj_lyhuWbig.md,Prepare for Microsoft Certification Exam AB-731: AI Transformation Leader,Microsoft Learn,keyword,en,2026-07,5148,https://www.youtube.com/watch?v=mj_lyhuWbig,1,1,0,0,2,2,4,3,0,4,11,42,4,1,0,2,7,25,20,L-H-L,L-H-H,"Look for scenarios involving automation decisions, real-time processing, or detecting patterns at scale. And, finally, apply a simple decision lens. If the task is analyzing data and producing a prediction or a category, choose machine learning.","So Copilot is for using AI. Foundry is for running and managing AI at scale. You'll need to know how to map specific pre-built capabilities for language, vision, speech, and decision tasks to business needs.","The exam is going to expect us to understand how to distinguish generative AI from other AI types, when to use it for business value, and how to evaluate trade-offs like cost, reliability, and data quality. We should also be able to be comfortable with concepts like prompt engineering, retrieval-aug"
"transcripts/2026-07-18/Webinar_AI_transformation_that_works,_lessons_from_the_trenc__PL3OWn143AI.md","Webinar: AI transformation that works, lessons from the trenches",BOI (Board of Innovation),keyword,ko,2026-07,6165,https://www.youtube.com/watch?v=PL3OWn143AI,4,0,0,4,8,19,0,0,0,0,0,0,1,0,0,3,4,1,12,L-L-L,H-L-H,"그 전에는 지능형 자동화 스타트업에서 일했고, 그 후 오랫동안 컨설턴트로 활동했습니다. 지난 10년간 저는 자동화와 업무 방식의 혁신에 집중해 왔습니다 . 자, 자동화 초창기에는 그건 인공지능이 아니었죠, 그렇죠? 그건 단순히 워크플로 자동화였을 뿐입니다. 요즘은 인공지능이 그 역할을 하지만, 우리가 조직에서 변화시키고자 하는 업무의 근본적인 부분은 여전히 그대로라고 할 수 있겠죠?",,"데이터 기반이 마련되지 않으면 이러한 시범 사업은 결코 확장될 수 없습니다 . 그러니 그 부분도 반드시 마련되어 있는지 확인하십시오 . 그러니까 첫 90일 동안 말씀하시는 거죠? 음, 그러니까 당신이 이 일을 시작하고 싶어하는 것은, AI를 가치 있게 만들고, 계속 발전할 자격을 스스로 획득할 수 있도록 변화를 일으키고 싶어한다는 것입니다. 처음 90일은 대략 이런 모습일 겁니다."
"transcripts/2026-07-18/What_Corporate_Giants_Are_Really_Like,_According_to_an_AI_In__Ih32CEOx2gM.md","What Corporate Giants Are Really Like, According to an AI Instructor | Why They Waste Money and F...",코딩알려주는누나,keyword,ko,2026-07,6219,https://www.youtube.com/watch?v=Ih32CEOx2gM,2,1,2,0,5,6,0,0,0,0,0,0,1,0,0,0,1,2,6,L-L-L,H-L-L,그런 건 에이전트로 이제 금방 자동화가 되는데 비용 효율이 엄청 올라가는게 생각보다 많아서 그게 전직에 이렇게 퍼지면 어디선가 이렇게 되게 밸류가 높은데 그걸 그냥 아예 원천 그냥 아 안 돼 이런 거로 그냥 해 버리는 것도 그건 약간 과수 평가인 거 같아요. &gt;&gt; 맞아요. 그래서 AI로 너무 엄청난 대단한 거를 만들 생각을 하지 마시고요. 내 삶에서 하는 일을 잘 들여다보세요. 여러분들 맞아. 그런데 기회가 있습니다.,,그까 디지털 트랜스포메이션인데 DX 때는 이제 일단 먼저 아날로그화 돼 있는 걸 디지털화를 해야 되니까 데이터 파이프라인 다 설계하고 그다음에 이제 이런 뭐 이런 약간 종이처럼 돼 있는 거 이런 거 이제 다 OCR에서 올리고 그다음에 뭐 이제 뒤에 뭐 머신너닝 어쩌한다고 하니까 학습 데이터 만들고 붙이고 막 DV 만들고 막 다 그런 거 열심히 했어. 열심히 정말 많이 해서 물론 지금 좋아지긴 했지만 투자를 다 했는데 정작 엄청나게 돈을 벌진 않았어. 그걸로. 예. 돈을 엄청 썼는데 &gt;&gt; 그죠.
transcripts/2026-07-18/What_is_an_AI_Transformation_Partner_(and_how_to_become_one)__aNrWN0M851k.md,What is an AI Transformation Partner? (and how to become one),Liam Ottley,keyword,ko,2026-07,5160,https://www.youtube.com/watch?v=aNrWN0M851k,4,0,1,4,9,18,0,0,0,0,0,0,0,0,0,0,0,0,9,H-L-L,H-L-L,"그리고 제가 말씀드렸듯이, 가장 중요한 것은 AI 사업에 완전히 처음 발을 들여놓는 분들이 어떻게 시작해야 하는지, 어떻게 파트너로 성장하여 AI 서비스 분야에서 장기적인 최고의 기회를 잡을 수 있는지 , 또는 이미 AI 에이전시 나 자동화 에이전시를 운영하고 계신 분들이 어떻게 이 방향으로 전환할 수 있는지, 그리고 저희가 실제로 어떤 단계를 거쳐 여기까지 왔는지에 대한 구체적인 내용을 알려드리는 것입니다. 음, 그러니까 이건 인공지능 에이전시의 최종 진화 형태라고 할 수 있고, 제가 보기엔 향후 몇 년 동안 가장 지속 가능한 형",,
transcripts/2026-07-18/What_really_works_when_it_comes_to_digital_and_AI_transforma__eR0Vtsp9YAM.md,What really works when it comes to digital and AI transformations?,McKinsey & Company,keyword,en,2026-07,3165,https://www.youtube.com/watch?v=eR0Vtsp9YAM,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,L-L-L,L-L-L,,,n AI models because now I have made it possible for everybody in the organization to consume something where the data is well structured maybe two other thoughts on that we've seen way too many times the first we'll build a giant data Lake and we'll get all the data in the company and we'll fund cle
transcripts/2026-07-18/Why_AI_adoption_fails_–_and_how_to_get_it_right__JBb2jRns3PA.md,Why AI adoption fails – and how to get it right,The CEO Magazine,keyword,en,2026-07,5705,https://www.youtube.com/watch?v=JBb2jRns3PA,3,1,0,0,4,13,1,0,0,0,1,1,0,0,0,0,0,0,5,L-L-L,L-L-L,The only thing that's worse than a bad process is an automated bad process. Anybody who gets to a CEO position has had a lot of help along the way. Welcome back to CEO Behind the Scenes.,"they're going to be instituting and relying upon this innovation as an assistant to them doing their job, not as a replacement and certainly not as another added level of process that they have to encounter.",
transcripts/2026-07-18/Why_AI_transformation_doesn't_feel_like_it's_working_in_your__pnn4QZU2TnA.md,Why AI transformation doesn't feel like it's working in your company,까칠한AI,keyword,ko,2026-07,617,https://www.youtube.com/watch?v=pnn4QZU2TnA,4,3,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,7,L-L-L,H-L-L,"는데 그러면은 뭐 그런 게 있을 수 있죠 이런 업무를 자동화하는 게 첫 번째 태스크가 될 것이고 근데 여기서 횡으로 확장하기보다는 이런 업무를 정리를 잘 했을 때 보고받는 사람이 있을 것이고 보고자료를 정리하는 것 그리고 원래 그 보고받는 레이어에서 하던 의사결정을 도울 수 있거나 그리고 이 레이어에서 그 위로 보고를 올릴 때의 그리고 최종적으로 경영진이 보고를 받았을 때 할 수 있는 의사결정을 돕거나 혹은 자동화하는 것 그래서 회사 전체 레이어에 업무가 한 번씩 다 자동화가 되어야, AX가 되어야 다들 효능감을 느끼더라고요 보통 ",,
transcripts/2026-07-18/Why_Enterprise_AI_Adoption_Is_Slower_Than_You_Think_—_Aaron___agSRMrhNTf4.md,Why Enterprise AI Adoption Is Slower Than You Think — Aaron Levie (Box) + Harrison Chase,LangChain,keyword,en,2026-07,5746,https://www.youtube.com/watch?v=agSRMrhNTf4,2,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,1,2,3,L-L-L,L-L-L,"What are you trying to automate? And that looks like, I think, anybody else's agent that you'd go build. Or we'll plug into a broader agent. So via our MCP server, we'll plug into a Harvey or a Claude for legal.",,And so we do a lot of things well before we even think about AI to get enterprise content or unstructured data ready for AI. So we have a whole document conversion pipeline that turns your content into a variety of file formats that agents work well with. We also do a lot in the security and access 
transcripts/2026-07-18/[AI_시사상식]_‘AX’_인공지능_전환_KBS_2026.06.10.__ZmCHLkystDY.md,[AI 시사상식] ‘AX’ 인공지능 전환 / KBS  2026.06.10.,KBS강원,keyword,ko,2026-07,308,https://www.youtube.com/watch?v=ZmCHLkystDY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L-L-L,L-L-L,,,
